method,distribution,n,m,load_factor,num_hash_functions,insert_time_total_mean,insert_time_total_median,insert_time_total_std,insert_time_per_op_mean,insert_time_per_op_median,insert_time_per_op_std,search_time_total_mean,search_time_total_median,search_time_total_std,search_time_per_op_mean,search_time_per_op_median,search_time_per_op_std,search_comparisons_total_mean,search_comparisons_total_median,search_comparisons_total_std,search_comparisons_avg_mean,search_comparisons_avg_median,search_comparisons_avg_std,max_chain_length_mean,max_chain_length_median,max_chain_length_std,average_chain_length_mean,average_chain_length_median,average_chain_length_std,non_empty_buckets_mean,non_empty_buckets_median,non_empty_buckets_std,empty_buckets_mean,empty_buckets_median,empty_buckets_std,chain_length_stdev_mean,chain_length_stdev_median,chain_length_stdev_std,collision_count_mean,collision_count_median,collision_count_std,unique_keys_mean,unique_keys_median,unique_keys_std
universal,sorted,10000,20000,0.5,3,0.02450067076655008,0.024401187500188826,0.00027224989168320315,2.4500670766550077e-06,2.4401187500188827e-06,2.7224989168320406e-08,0.009004852866564762,0.00898083299944119,0.00024185433664485173,1.8009705733129523e-06,1.796166599888238e-06,4.8370867328970376e-08,8547.633333333333,8122.5,1367.054232542602,1.7095266666666666,1.6245,0.2734108465085205,4.266666666666667,4.0,1.257620449659713,0.5,0.5,0.0,8053.3,8125.5,380.942040120324,11946.7,11874.5,380.94204012032384,0.690458044899175,0.6787103353007877,0.05418061971243014,1946.7,1874.5,380.9420401203239,10000.0,10000.0,0.0
universal,uniform,1000,500,2.0,3,0.002508419500857902,0.0025077920017793076,1.2896874894767048e-05,2.508419500857902e-06,2.5077920017793076e-06,1.289687489476701e-08,0.0009889971000423732,0.0009898750013235258,6.817245850518854e-06,1.9779942000847466e-06,1.9797500026470516e-06,1.3634491701037673e-08,1911.8,1907.5,56.26011020252271,3.8236,3.815,0.11252022040504545,7.233333333333333,7.0,1.1351236704106018,1.9029999999999998,1.904,0.012980090855640829,427.46666666666664,427.0,7.532611093442795,72.53333333333333,73.0,7.532611093442795,1.3676638390353923,1.3618037632224476,0.06739300635187188,524.0333333333333,523.0,9.364214101948248,951.5,952.0,6.490045427820384
universal,uniform,1000,1000,1.0,3,0.0024423375000575715,0.002431521001199144,4.142153666058367e-05,2.442337500057571e-06,2.431521001199144e-06,4.142153666058376e-08,0.0009299929672124563,0.0009251245010091225,2.6963482193505877e-05,1.8599859344249126e-06,1.8502490020182448e-06,5.3926964387011814e-08,1213.5666666666666,1215.0,37.38401219526998,2.4271333333333334,2.43,0.07476802439053991,5.4,5.0,1.0372377109252813,0.9514999999999999,0.952,0.006490045427820414,615.1,613.5,11.176792458266945,384.9,386.5,11.176792458266918,0.9722615739783119,0.970949506602858,0.030191316950216228,336.4,334.5,12.32211356702334,951.5,952.0,6.490045427820384
universal,uniform,1000,1334,0.75,3,0.0036222957330513355,0.0025493749999441206,0.0023045174091445276,3.622295733051336e-06,2.549374999944121e-06,2.3045174091445276e-06,0.001986487466395677,0.0009348540006612893,0.0021754563402533412,3.972974932791355e-06,1.8697080013225787e-06,4.350912680506682e-06,1025.9666666666667,1013.5,44.830318661195875,2.0519333333333334,2.027,0.08966063732239178,4.7,5.0,0.7943767889097849,0.7132683658170914,0.7136431784107946,0.004865101520105244,685.2333333333333,684.0,14.940533465371471,648.7666666666667,650.0,14.940533465371471,0.8362157622373246,0.8345952872389926,0.023619214433425784,266.26666666666665,264.5,14.236750242638387,951.5,952.0,6.490045427820384
universal,uniform,1000,2000,0.5,3,0.0025422152670216747,0.0024875835006241687,0.0002840836354766809,2.5422152670216747e-06,2.487583500624169e-06,2.8408363547668075e-07,0.0009217346664324093,0.0009239170012733666,1.4685767910782443e-05,1.8434693328648185e-06,1.8478340025467333e-06,2.9371535821564867e-08,860.4666666666667,853.0,37.74207688795214,1.7209333333333334,1.706,0.07548415377590433,4.2,4.0,0.7143842296595067,0.47574999999999995,0.476,0.003245022713910207,756.5333333333333,753.0,17.038968184183247,1243.4666666666667,1247.0,17.03896818418326,0.6909816376570149,0.6902401060641494,0.020664848235166223,194.96666666666667,197.0,16.83896002467622,951.5,952.0,6.490045427820384
universal,uniform,5000,2500,2.0,3,0.013072261267006979,0.012783688000126858,0.0014993399632974996,2.614452253401396e-06,2.5567376000253716e-06,2.998679926595e-07,0.004927877833203335,0.004927707997921971,0.00012521940798546945,1.971151133281334e-06,1.9710831991687885e-06,5.008776319418786e-08,9737.166666666666,9483.0,896.0503404628995,3.8948666666666667,3.7932,0.3584201361851598,8.5,8.0,1.16707710350141,1.9022933333333334,1.9016,0.006337569061493195,2124.5666666666666,2137.0,39.35486942077748,375.43333333333334,363.0,39.35486942077735,1.3874895828149887,1.3671744584652046,0.08056207017951311,2631.1666666666665,2625.0,44.852311925445626,4755.733333333334,4754.0,15.843922653732985
universal,uniform,5000,5000,1.0,3,0.012039436133757892,0.012059916500220424,8.622045090112946e-05,2.4078872267515786e-06,2.411983300044085e-06,1.7244090180225894e-08,0.00452129023372739,0.004511708501013345,3.831270006172471e-05,1.8085160934909557e-06,1.804683400405338e-06,1.5325080024689865e-08,6084.933333333333,5980.5,454.9688078230788,2.4339733333333333,2.3922,0.18198752312923164,6.333333333333333,6.0,0.7580980435789034,0.9511466666666667,0.9508,0.0031687845307465973,3076.0333333333333,3088.0,49.717466113847905,1923.9666666666667,1912.0,49.71746611384776,0.9737245507605524,0.9661130685987764,0.02872241548338952,1679.7,1666.5,53.46165238619246,4755.733333333334,4754.0,15.843922653732985
universal,uniform,5000,6667,0.75,3,0.014440336166686999,0.01201360450068023,0.00921818123121403,2.8880672333374e-06,2.402720900136046e-06,1.843636246242806e-06,0.004853259700151587,0.004470937499718275,0.002122135576176218,1.941303880060635e-06,1.78837499988731e-06,8.488542304704873e-07,5090.333333333333,5076.0,121.46216477267465,2.0361333333333334,2.0304,0.04858486590906997,5.166666666666667,5.0,0.3790490217894517,0.7133243337833108,0.713064346782661,0.002376469574581203,3427.0666666666666,3434.5,39.69099032077283,3239.9333333333334,3232.5,39.69099032077283,0.8340402089903777,0.8302229433177553,0.012441647690927048,1328.6666666666667,1318.5,40.12509175697613,4755.733333333334,4754.0,15.843922653732985
universal,uniform,5000,10000,0.5,3,0.011999905566456921,0.011921541501578758,0.00035153791889820727,2.3999811132913847e-06,2.3843083003157517e-06,7.030758377964137e-08,0.0044718875329029595,0.004389521001940011,0.0002525986624953398,1.7887550131611837e-06,1.7558084007760043e-06,1.0103946499813609e-07,4266.666666666667,4212.0,235.6409210603304,1.7066666666666668,1.6848,0.09425636842413221,4.9,5.0,0.6617635789938568,0.47557333333333335,0.4754,0.0015843922653732986,3797.1,3807.0,60.454228910006364,6202.9,6193.0,60.45422891000626,0.6869615996082898,0.6825319610283829,0.014311991486032577,958.6333333333333,938.5,61.558205331849656,4755.733333333334,4754.0,15.843922653732985
universal,uniform,10000,5000,2.0,3,0.02456259440004942,0.02455212449967803,0.00016328993141522788,2.456259440004942e-06,2.455212449967803e-06,1.6328993141522723e-08,0.00952389576668793,0.009488166500887019,0.00011677987923348505,1.9047791533375859e-06,1.8976333001774038e-06,2.3355975846696963e-08,19386.233333333334,19083.0,1374.6761796330704,3.8772466666666667,3.8166,0.27493523592661423,8.733333333333333,8.0,1.3113124074319804,1.9018466666666667,1.9011,0.004096317381741058,4256.9,4273.5,66.08685507567385,743.1,726.5,66.08685507567372,1.3819419129783628,1.3614092786808314,0.07021826921405237,5252.333333333333,5234.5,73.05847130815869,9509.233333333334,9505.5,20.48158690870514
universal,uniform,10000,10000,1.0,3,0.0253567083664772,0.024221313000452938,0.0039948444364931385,2.5356708366477204e-06,2.422131300045294e-06,3.9948444364931386e-07,0.009399600033066235,0.009067499500815757,0.0012124665838848434,1.8799200066132471e-06,1.8134999001631514e-06,2.4249331677696877e-07,12135.966666666667,11982.5,693.7505008800101,2.4271933333333333,2.3964999999999996,0.13875010017600176,6.5,6.0,0.7768193328323317,0.9509233333333333,0.95055,0.002048158690870529,6146.4,6172.5,100.81652847521136,3853.6,3827.5,100.8165284752114,0.9728593452708011,0.9628806208784713,0.028078461237217786,3362.8333333333335,3334.5,103.86300105670823,9509.233333333334,9505.5,20.48158690870514
universal,uniform,10000,13334,0.75,3,0.024890370799524438,0.02421439600038866,0.003703401171573216,2.489037079952444e-06,2.421439600038866e-06,3.7034011715732146e-07,0.009100070966572579,0.008989500000097905,0.0003964807345142547,1.8200141933145157e-06,1.797900000019581e-06,7.929614690285092e-08,10223.066666666668,10163.5,186.13916435223172,2.0446133333333334,2.0327,0.037227832870446294,5.833333333333333,6.0,0.7914775938769179,0.7131568421578921,0.7128768561571921,0.0015360422160420847,6826.033333333334,6844.0,86.76066299699502,6507.966666666666,6490.0,86.76066299699502,0.8402950154721099,0.8368564095723112,0.015292961201555913,2683.2,2661.5,87.841707162608,9509.233333333334,9505.5,20.48158690870514
universal,uniform,10000,20000,0.5,3,0.024520563966871124,0.024263687499114894,0.0009236289906264963,2.4520563966871123e-06,2.4263687499114894e-06,9.236289906264941e-08,0.0091978736333355,0.008997041499242187,0.0007330275378149439,1.8395747266671e-06,1.7994082998484371e-06,1.4660550756298886e-07,8555.233333333334,8409.0,400.1737280777913,1.7110466666666668,1.6818,0.08003474561555829,4.8,5.0,0.6102571532587293,0.47546166666666667,0.475275,0.0010240793454352646,7583.5,7617.0,109.84809260190106,12416.5,12383.0,109.84809260190157,0.6874333729318117,0.682964833134496,0.013217576970002696,1925.7333333333333,1888.5,112.44184192769147,9509.233333333334,9505.5,20.48158690870514
