method,distribution,n,m,load_factor,num_hash_functions,trial,insert_time_total,insert_time_per_op,search_time_total,search_time_per_op,search_comparisons_total,search_comparisons_avg,max_chain_length,average_chain_length,non_empty_buckets,empty_buckets,chain_length_stdev,collision_count,unique_keys,p,coefficients
fixed,adversarial,5000,6667,0.75,1,0,0.08823091699741781,1.764618339948356e-05,0.35552349999852595,0.00014220939999941038,6315604,2526.2416,5000,0.7499625018749062,1,6666,61.23112007484685,4999,5000,,
universal,adversarial,5000,6667,0.75,3,0,0.012203249996673549,2.44064999933471e-06,0.004582041998219211,1.8328167992876843e-06,4858,1.9432,4,0.7499625018749062,3694,2973,0.8060990223366666,1306,5000,2.305843009213694e+18,"[[256711980439665054, 1709899044117486289], [564682175042572888, 321752549611034334], [236337776990707882, 1707863537360842093]]"
fixed,adversarial,5000,6667,0.75,1,1,0.0881374170021445,1.76274834004289e-05,0.3513077499992505,0.0001405230999997002,6284376,2513.7504,5000,0.7499625018749062,1,6666,61.23112007484685,4999,5000,,
universal,adversarial,5000,6667,0.75,3,1,0.01223566699991352,2.447133399982704e-06,0.004622291999112349,1.8489167996449396e-06,5397,2.1588,6,0.7499625018749062,3542,3125,0.8538100924738006,1458,5000,2.305843009213694e+18,"[[659665203979258006, 1758630025113616856], [2212240429613108902, 852878681887507335], [1610489816920689347, 222016741360720591]]"
fixed,adversarial,5000,6667,0.75,1,2,0.08905512500132318,1.7811025000264635e-05,0.35327125000185333,0.00014130850000074134,6259224,2503.6896,5000,0.7499625018749062,1,6666,61.23112007484685,4999,5000,,
universal,adversarial,5000,6667,0.75,3,2,0.012077041999873472,2.4154083999746946e-06,0.004611832999216858,1.8447331996867433e-06,5553,2.2212,6,0.7499625018749062,3510,3157,0.8628968038236773,1490,5000,2.305843009213694e+18,"[[1199085610155232937, 1617812241682181496], [268989063807004320, 875226211544593835], [667698580330647039, 518091674429352682]]"
fixed,adversarial,5000,6667,0.75,1,3,0.08871187499971711,1.774237499994342e-05,0.3493282920026104,0.00013973131680104415,6259113,2503.6452,5000,0.7499625018749062,1,6666,61.23112007484685,4999,5000,,
universal,adversarial,5000,6667,0.75,3,3,0.012153166997450171,2.430633399490034e-06,0.004587624996929662,1.835049998771865e-06,4691,1.8764,4,0.7499625018749062,3748,2919,0.7861279944974824,1252,5000,2.305843009213694e+18,"[[963130306873368709, 594124941275654819], [699113413627218811, 49790444920847614], [1116618126344352917, 264798812748597129]]"
fixed,adversarial,5000,6667,0.75,1,4,0.0887518750023446,1.775037500046892e-05,0.3499211250018561,0.00013996845000074245,6275042,2510.0168,5000,0.7499625018749062,1,6666,61.23112007484685,4999,5000,,
universal,adversarial,5000,6667,0.75,3,4,0.012156541997683235,2.431308399536647e-06,0.004602207998686936,1.8408831994747742e-06,4778,1.9112,4,0.7499625018749062,3785,2882,0.7751761597791084,1215,5000,2.305843009213694e+18,"[[176127807941085543, 92145436972157049], [1353304280071655414, 2046636642761636536], [1463118878522575776, 350413271360474182]]"
fixed,adversarial,5000,6667,0.75,1,5,0.08774570799869252,1.7549141599738504e-05,0.34558129200013354,0.00013823251680005342,6191325,2476.53,5000,0.7499625018749062,1,6666,61.23112007484685,4999,5000,,
universal,adversarial,5000,6667,0.75,3,5,0.012074958001903724,2.414991600380745e-06,0.00467854099770193,1.8714163990807719e-06,4840,1.936,4,0.7499625018749062,3664,3003,0.8105524497712217,1336,5000,2.305843009213694e+18,"[[144173240364996770, 1276607102766329742], [1316153465216681486, 593588258721341972], [891339916669062610, 1419387771326649839]]"
fixed,adversarial,5000,6667,0.75,1,6,0.08780950000073062,1.7561900000146125e-05,0.34902587499891524,0.00013961034999956609,6262316,2504.9264,5000,0.7499625018749062,1,6666,61.23112007484685,4999,5000,,
universal,adversarial,5000,6667,0.75,3,6,0.012087958999472903,2.4175917998945807e-06,0.0045131249971746,1.8052499988698401e-06,5280,2.112,5,0.7499625018749062,3530,3137,0.859064155946818,1470,5000,2.305843009213694e+18,"[[727386515324539458, 1284136067485901726], [1233138577490571038, 1828907452299493987], [1165171476919621068, 1646066583754636611]]"
fixed,adversarial,5000,6667,0.75,1,7,0.08742404200165765,1.748480840033153e-05,0.3660012500004086,0.00014640050000016346,6260862,2504.3448,5000,0.7499625018749062,1,6666,61.23112007484685,4999,5000,,
universal,adversarial,5000,6667,0.75,3,7,0.012241459000506438,2.4482918001012876e-06,0.004845457999181235,1.9381831996724943e-06,10303,4.1212,12,0.7499625018749062,2866,3801,1.2067126069731886,2134,5000,2.305843009213694e+18,"[[793970665397899006, 2152094108188559335], [745929175751854539, 1278256298576207987], [1862522474300937406, 1567653588555493210]]"
fixed,adversarial,5000,6667,0.75,1,8,0.08826250000129221,1.765250000025844e-05,0.35421579199828557,0.00014168631679931424,6217488,2486.9952,5000,0.7499625018749062,1,6666,61.23112007484685,4999,5000,,
universal,adversarial,5000,6667,0.75,3,8,0.012132040999858873,2.4264081999717746e-06,0.004398290999233723,1.759316399693489e-06,4618,1.8472,4,0.7499625018749062,3651,3016,0.8112923109663549,1349,5000,2.305843009213694e+18,"[[1973099216186019426, 839551891445904909], [2054075847285760178, 1596895736779450158], [1768356806526079850, 761040643918656312]]"
fixed,adversarial,5000,6667,0.75,1,9,0.08802758300225832,1.7605516600451665e-05,0.348300042001938,0.0001393200168007752,6212475,2484.99,5000,0.7499625018749062,1,6666,61.23112007484685,4999,5000,,
universal,adversarial,5000,6667,0.75,3,9,0.012287124998692889,2.4574249997385777e-06,0.0046445000007224735,1.8578000002889895e-06,5491,2.1964,7,0.7499625018749062,3243,3424,0.9776401866622972,1757,5000,2.305843009213694e+18,"[[1933427113282973200, 1273492775044695229], [567420718719220919, 2291110579130834537], [1919842552580472723, 589921478534064354]]"
fixed,adversarial,5000,6667,0.75,1,10,0.08744083399869851,1.7488166799739703e-05,0.34762237499671755,0.00013904894999868702,6199565,2479.826,5000,0.7499625018749062,1,6666,61.23112007484685,4999,5000,,
universal,adversarial,5000,6667,0.75,3,10,0.012073541001882404,2.4147082003764808e-06,0.004659957998228492,1.863983199291397e-06,5128,2.0512,6,0.7499625018749062,3585,3082,0.8465768063084242,1415,5000,2.305843009213694e+18,"[[618696799174358726, 2029214271970554437], [1181946042011416434, 1971785935387254006], [855518877651879508, 78523067754061221]]"
fixed,adversarial,5000,6667,0.75,1,11,0.08858820800014655,1.771764160002931e-05,0.3555805420000979,0.00014223221680003916,6354800,2541.92,5000,0.7499625018749062,1,6666,61.23112007484685,4999,5000,,
universal,adversarial,5000,6667,0.75,3,11,0.012227916999108857,2.4455833998217714e-06,0.004662250001274515,1.864900000509806e-06,4778,1.9112,4,0.7499625018749062,3733,2934,0.7901246159615475,1267,5000,2.305843009213694e+18,"[[1967359095987829717, 498185230560009946], [1157680175712590001, 1113020793331031894], [1655376568515428791, 831730782862272696]]"
fixed,adversarial,5000,6667,0.75,1,12,0.08872595800130512,1.7745191600261024e-05,0.346910291002132,0.0001387641164008528,6222051,2488.8204,5000,0.7499625018749062,1,6666,61.23112007484685,4999,5000,,
universal,adversarial,5000,6667,0.75,3,12,0.01209970899799373,2.419941799598746e-06,0.00444420900021214,1.7776836000848561e-06,4884,1.9536,4,0.7499625018749062,3687,2980,0.8075862268625743,1313,5000,2.305843009213694e+18,"[[2258536001366688123, 1012121370449003109], [686970057059376321, 2051824648104402063], [1124175962628406669, 504983195232581899]]"
fixed,adversarial,5000,6667,0.75,1,13,0.08908687499933876,1.7817374999867753e-05,0.3502974999973958,0.00014011899999895832,6225425,2490.17,5000,0.7499625018749062,1,6666,61.23112007484685,4999,5000,,
universal,adversarial,5000,6667,0.75,3,13,0.012156791999586858,2.4313583999173715e-06,0.00461241599987261,1.844966399949044e-06,4824,1.9296,4,0.7499625018749062,3711,2956,0.7976818343038666,1289,5000,2.305843009213694e+18,"[[2277903568736387890, 452514279465990313], [2303280692498563247, 697951185415921787], [183691764838410618, 423743168849403417]]"
fixed,adversarial,5000,6667,0.75,1,14,0.1037056669993035,2.07411333998607e-05,0.7147006249979313,0.00028588024999917253,6353150,2541.26,5000,0.7499625018749062,1,6666,61.23112007484685,4999,5000,,
universal,adversarial,5000,6667,0.75,3,14,0.012281916999199893,2.4563833998399788e-06,0.0068959169984736945,2.7583667993894777e-06,4640,1.856,5,0.7499625018749062,3719,2948,0.7935342706914946,1281,5000,2.305843009213694e+18,"[[1956076132499880650, 26508845497723367], [1505952038662606745, 694384076709536977], [1251442079079685814, 2146666122401106131]]"
fixed,adversarial,5000,6667,0.75,1,15,0.11541745800059289,2.3083491600118576e-05,0.35514866700032144,0.00014205946680012857,6344329,2537.7316,5000,0.7499625018749062,1,6666,61.23112007484685,4999,5000,,
universal,adversarial,5000,6667,0.75,3,15,0.0121341250014666,2.42682500029332e-06,0.0047375409994856454,1.895016399794258e-06,5888,2.3552,5,0.7499625018749062,3549,3118,0.8658467757414514,1451,5000,2.305843009213694e+18,"[[847978861133403702, 1395714462194184430], [518482636670340538, 740682746084312398], [1100716632290196263, 2269261073193213249]]"
fixed,adversarial,5000,6667,0.75,1,16,0.08843100000012782,1.7686200000025564e-05,0.345129083001666,0.0001380516332006664,6183730,2473.492,5000,0.7499625018749062,1,6666,61.23112007484685,4999,5000,,
universal,adversarial,5000,6667,0.75,3,16,0.012239458999829367,2.4478917999658733e-06,0.004600708001817111,1.8402832007268443e-06,5256,2.1024,5,0.7499625018749062,3566,3101,0.844448026210241,1434,5000,2.305843009213694e+18,"[[454612962106966139, 1702438209959121919], [2265420330264173236, 463866247378689703], [443667755326800348, 934787930118675060]]"
fixed,adversarial,5000,6667,0.75,1,17,0.08782295800119755,1.756459160023951e-05,0.3518437909988279,0.00014073751639953115,6282088,2512.8352,5000,0.7499625018749062,1,6666,61.23112007484685,4999,5000,,
universal,adversarial,5000,6667,0.75,3,17,0.012181500002043322,2.4363000004086645e-06,0.004536125001322944,1.8144500005291775e-06,4530,1.812,4,0.7499625018749062,3826,2841,0.7613140900026996,1174,5000,2.305843009213694e+18,"[[195095767942445094, 1500048066919629750], [1059562453095694534, 313986444720046481], [691564608163384468, 53651072377497930]]"
fixed,adversarial,5000,6667,0.75,1,18,0.08944166700166534,1.7888333400333066e-05,0.3520493749965681,0.00014081974999862723,6220717,2488.2868,5000,0.7499625018749062,1,6666,61.23112007484685,4999,5000,,
universal,adversarial,5000,6667,0.75,3,18,0.012333374997979263,2.4666749995958526e-06,0.0046755829971516505,1.8702331988606603e-06,6171,2.4684,6,0.7499625018749062,3275,3392,0.9761047508180625,1725,5000,2.305843009213694e+18,"[[653524007492807808, 355415340864572460], [529539352426941228, 1114891161808553618], [2041277660056489008, 2248875904457507991]]"
fixed,adversarial,5000,6667,0.75,1,19,0.08815725000022212,1.7631450000044424e-05,0.3714694580012292,0.00014858778320049168,6343895,2537.558,5000,0.7499625018749062,1,6666,61.23112007484685,4999,5000,,
universal,adversarial,5000,6667,0.75,3,19,0.012479707998863887,2.4959415997727773e-06,0.0046710409988008905,1.8684163995203561e-06,5860,2.344,10,0.7499625018749062,3208,3459,1.152806000812819,1792,5000,2.305843009213694e+18,"[[418983635330710152, 499844581152741729], [2091481658804620576, 676363097439722673], [1853845312400714918, 63921434307813850]]"
fixed,adversarial,5000,6667,0.75,1,20,0.08875058299963712,1.7750116599927424e-05,0.3484468749993539,0.00013937874999974157,6245921,2498.3684,5000,0.7499625018749062,1,6666,61.23112007484685,4999,5000,,
universal,adversarial,5000,6667,0.75,3,20,0.01229099999909522,2.458199999819044e-06,0.004555250001430977,1.8221000005723909e-06,4969,1.9876,6,0.7499625018749062,3524,3143,0.8604598212808187,1476,5000,2.305843009213694e+18,"[[1326467972949138173, 150235521510768009], [1878749678761878296, 2057856258604839518], [714528426559143356, 1546845777023972402]]"
fixed,adversarial,5000,6667,0.75,1,21,0.08882229099981487,1.7764458199962975e-05,0.3627355839998927,0.00014509423359995708,6194164,2477.6656,5000,0.7499625018749062,1,6666,61.23112007484685,4999,5000,,
universal,adversarial,5000,6667,0.75,3,21,0.012160874997789506,2.432174999557901e-06,0.004433999998582294,1.7735999994329176e-06,4740,1.896,4,0.7499625018749062,3681,2986,0.8049818158242023,1319,5000,2.305843009213694e+18,"[[1024322815512585445, 2145571529822921201], [583220317473756343, 1521440433806999588], [891688296819238137, 181082232511610579]]"
fixed,adversarial,5000,6667,0.75,1,22,0.0889910410005541,1.7798208200110823e-05,1.0466722499986645,0.0004186688999994658,6340081,2536.0324,5000,0.7499625018749062,1,6666,61.23112007484685,4999,5000,,
universal,adversarial,5000,6667,0.75,3,22,0.01212633300019661,2.425266600039322e-06,0.004549249999399763,1.819699999759905e-06,4851,1.9404,4,0.7499625018749062,3663,3004,0.8125854470997979,1337,5000,2.305843009213694e+18,"[[287886780813115929, 1413457234261051687], [1236295213923302512, 1583790892526252416], [469264712334336849, 619461346342472605]]"
fixed,adversarial,5000,6667,0.75,1,23,0.28653429100086214,5.730685820017243e-05,0.8360522910006694,0.0003344209164002677,6176297,2470.5188,5000,0.7499625018749062,1,6666,61.23112007484685,4999,5000,,
universal,adversarial,5000,6667,0.75,3,23,0.07080995900105336,1.4161991800210671e-05,0.008275083000626182,3.310033200250473e-06,5439,2.1756,6,0.7499625018749062,3448,3219,0.8846971171787342,1552,5000,2.305843009213694e+18,"[[666030003530279332, 1185754838603315180], [507164280403988863, 1057119984642882112], [1021713661893975990, 2137083730657759889]]"
fixed,adversarial,5000,6667,0.75,1,24,0.2376706249997369,4.753412499994738e-05,0.4375479579975945,0.0001750191831990378,6226543,2490.6172,5000,0.7499625018749062,1,6666,61.23112007484685,4999,5000,,
universal,adversarial,5000,6667,0.75,3,24,0.019553917001758236,3.910783400351647e-06,0.004707916999905137,1.883166799962055e-06,5461,2.1844,8,0.7499625018749062,3159,3508,1.0571056002033672,1841,5000,2.305843009213694e+18,"[[719391770955253926, 2130106160647316609], [1814591772010625413, 678012837864961736], [2256121436648175771, 1806161501175307684]]"
fixed,adversarial,5000,6667,0.75,1,25,0.08785245899707661,1.7570491799415322e-05,0.35137416700308677,0.0001405496668012347,6280077,2512.0308,5000,0.7499625018749062,1,6666,61.23112007484685,4999,5000,,
universal,adversarial,5000,6667,0.75,3,25,0.011856665998493554,2.371333199698711e-06,0.004498792000958929,1.7995168003835715e-06,4978,1.9912,4,0.7499625018749062,3697,2970,0.804795463957694,1303,5000,2.305843009213694e+18,"[[267692963849940753, 941673545738002381], [1078297968137412989, 615313745506248579], [1375102846946731697, 1124764272089465404]]"
fixed,adversarial,5000,6667,0.75,1,26,0.08796562499992433,1.7593124999984866e-05,0.3545711249971646,0.00014182844999886585,6356582,2542.6328,5000,0.7499625018749062,1,6666,61.23112007484685,4999,5000,,
universal,adversarial,5000,6667,0.75,3,26,0.012187042000732617,2.4374084001465233e-06,0.004460332998860395,1.784133199544158e-06,5254,2.1016,6,0.7499625018749062,3505,3162,0.864633300339871,1495,5000,2.305843009213694e+18,"[[1075367493781816306, 1590101887495472611], [1902892487837865007, 1154722482783782897], [1398969667391390162, 561164263128564704]]"
fixed,adversarial,5000,6667,0.75,1,27,0.08818591599992942,1.7637183199985883e-05,0.3532551249991229,0.00014130204999964917,6323961,2529.5844,5000,0.7499625018749062,1,6666,61.23112007484685,4999,5000,,
universal,adversarial,5000,6667,0.75,3,27,0.012083209003321826,2.416641800664365e-06,0.004438415999175049,1.7753663996700197e-06,4599,1.8396,4,0.7499625018749062,3767,2900,0.780190802758777,1233,5000,2.305843009213694e+18,"[[86018572855962195, 1847883699258444581], [153743650771889609, 794633789185287595], [2121092647333014343, 2013162642849706046]]"
fixed,adversarial,5000,6667,0.75,1,28,0.08811224999953993,1.7622449999907984e-05,0.3501258329997654,0.00014005033319990616,6254940,2501.976,5000,0.7499625018749062,1,6666,61.23112007484685,4999,5000,,
universal,adversarial,5000,6667,0.75,3,28,0.012138707999838516,2.4277415999677033e-06,0.004437374998815358,1.7749499995261431e-06,5457,2.1828,5,0.7499625018749062,3495,3172,0.8713725719150598,1505,5000,2.305843009213694e+18,"[[273089160051860230, 1621121173616640907], [1037773347474994553, 742865219208374151], [246540013351488701, 1890370731478794172]]"
fixed,adversarial,5000,6667,0.75,1,29,0.08796924999842304,1.7593849999684607e-05,0.3476693749980768,0.00013906774999923073,6216478,2486.5912,5000,0.7499625018749062,1,6666,61.23112007484685,4999,5000,,
universal,adversarial,5000,6667,0.75,3,29,0.01227850000213948,2.455700000427896e-06,0.004559290999168297,1.823716399667319e-06,5185,2.074,5,0.7499625018749062,3462,3205,0.8725766751931406,1538,5000,2.305843009213694e+18,"[[1172432318357405658, 1841538480035479711], [610889197299678937, 356910957590253921], [1744744512350649053, 459482189801702091]]"
fixed,near_duplicate,5000,6667,0.75,1,0,0.003447584000241477,6.895168000482954e-07,0.00169116700271843,6.76466801087372e-07,2500,1.0,1,0.07499625018749062,500,6167,0.2633852931454335,0,500,,
universal,near_duplicate,5000,6667,0.75,3,0,0.008990708000055747,1.7981416000111494e-06,0.004371499999251682,1.7485999997006728e-06,2637,1.0548,2,0.07499625018749062,494,6173,0.2667802890953635,6,500,2.305843009213694e+18,"[[256711980439665054, 1709899044117486289], [564682175042572888, 321752549611034334], [236337776990707882, 1707863537360842093]]"
fixed,near_duplicate,5000,6667,0.75,1,1,0.0033970829972531646,6.794165994506329e-07,0.0016900410009839106,6.760164003935643e-07,2500,1.0,1,0.07499625018749062,500,6167,0.2633852931454335,0,500,,
universal,near_duplicate,5000,6667,0.75,3,1,0.008671875002619345,1.734375000523869e-06,0.004375457996502519,1.7501831986010074e-06,2914,1.1656,3,0.07499625018749062,475,6192,0.2783368600554999,25,500,2.305843009213694e+18,"[[659665203979258006, 1758630025113616856], [2212240429613108902, 852878681887507335], [1610489816920689347, 222016741360720591]]"
fixed,near_duplicate,5000,6667,0.75,1,2,0.003402332997211488,6.804665994422976e-07,0.0016816670031403191,6.726668012561276e-07,2500,1.0,1,0.07499625018749062,500,6167,0.2633852931454335,0,500,,
universal,near_duplicate,5000,6667,0.75,3,2,0.008889125001587672,1.7778250003175344e-06,0.004362917003163602,1.7451668012654408e-06,3088,1.2352,3,0.07499625018749062,467,6200,0.2820838575154641,33,500,2.305843009213694e+18,"[[1199085610155232937, 1617812241682181496], [268989063807004320, 875226211544593835], [667698580330647039, 518091674429352682]]"
fixed,near_duplicate,5000,6667,0.75,1,3,0.003393625000171596,6.787250000343192e-07,0.0016859579991432838,6.743831996573135e-07,2500,1.0,1,0.07499625018749062,500,6167,0.2633852931454335,0,500,,
universal,near_duplicate,5000,6667,0.75,3,3,0.008839958001772175,1.7679916003544349e-06,0.004359458001999883,1.7437832007999531e-06,2705,1.082,2,0.07499625018749062,487,6180,0.2706873060471352,13,500,2.305843009213694e+18,"[[963130306873368709, 594124941275654819], [699113413627218811, 49790444920847614], [1116618126344352917, 264798812748597129]]"
fixed,near_duplicate,5000,6667,0.75,1,4,0.003391582999029197,6.783165998058394e-07,0.001681792000454152,6.727168001816608e-07,2500,1.0,1,0.07499625018749062,500,6167,0.2633852931454335,0,500,,
universal,near_duplicate,5000,6667,0.75,3,4,0.008776958999078488,1.7553917998156976e-06,0.004367707999335835,1.7470831997343338e-06,2685,1.074,2,0.07499625018749062,488,6179,0.270132620492797,12,500,2.305843009213694e+18,"[[176127807941085543, 92145436972157049], [1353304280071655414, 2046636642761636536], [1463118878522575776, 350413271360474182]]"
fixed,near_duplicate,5000,6667,0.75,1,5,0.0033926670002983883,6.785334000596777e-07,0.0016778749995864928,6.711499998345971e-07,2500,1.0,1,0.07499625018749062,500,6167,0.2633852931454335,0,500,,
universal,near_duplicate,5000,6667,0.75,3,5,0.008874416998878587,1.7748833997757174e-06,0.00443687499864609,1.774749999458436e-06,2688,1.0752,2,0.07499625018749062,488,6179,0.270132620492797,12,500,2.305843009213694e+18,"[[144173240364996770, 1276607102766329742], [1316153465216681486, 593588258721341972], [891339916669062610, 1419387771326649839]]"
fixed,near_duplicate,5000,6667,0.75,1,6,0.003416749997995794,6.833499995991588e-07,0.0016762500017648563,6.705000007059425e-07,2500,1.0,1,0.07499625018749062,500,6167,0.2633852931454335,0,500,,
universal,near_duplicate,5000,6667,0.75,3,6,0.008832667001115624,1.7665334002231248e-06,0.004377792000013869,1.7511168000055477e-06,2753,1.1012,3,0.07499625018749062,485,6182,0.2723445844097241,15,500,2.305843009213694e+18,"[[727386515324539458, 1284136067485901726], [1233138577490571038, 1828907452299493987], [1165171476919621068, 1646066583754636611]]"
fixed,near_duplicate,5000,6667,0.75,1,7,0.0034157920017605647,6.831584003521129e-07,0.0016764160027378239,6.705664010951295e-07,2500,1.0,1,0.07499625018749062,500,6167,0.2633852931454335,0,500,,
universal,near_duplicate,5000,6667,0.75,3,7,0.00893766700028209,1.787533400056418e-06,0.004406832998938626,1.7627331995754502e-06,2742,1.0968,2,0.07499625018749062,488,6179,0.270132620492797,12,500,2.305843009213694e+18,"[[793970665397899006, 2152094108188559335], [745929175751854539, 1278256298576207987], [1862522474300937406, 1567653588555493210]]"
fixed,near_duplicate,5000,6667,0.75,1,8,0.0034029999987978954,6.805999997595791e-07,0.0016873339991434477,6.749335996573791e-07,2500,1.0,1,0.07499625018749062,500,6167,0.2633852931454335,0,500,,
universal,near_duplicate,5000,6667,0.75,3,8,0.008966415996837895,1.793283199367579e-06,0.004351042000052985,1.7404168000211939e-06,2689,1.0756,2,0.07499625018749062,484,6183,0.2723445844097241,16,500,2.305843009213694e+18,"[[1973099216186019426, 839551891445904909], [2054075847285760178, 1596895736779450158], [1768356806526079850, 761040643918656312]]"
fixed,near_duplicate,5000,6667,0.75,1,9,0.0034366670006420463,6.873334001284092e-07,0.00172312500217231,6.89250000868924e-07,2500,1.0,1,0.07499625018749062,500,6167,0.2633852931454335,0,500,,
universal,near_duplicate,5000,6667,0.75,3,9,0.00886595900010434,1.773191800020868e-06,0.004454875001101755,1.7819500004407019e-06,2818,1.1272,2,0.07499625018749062,487,6180,0.2706873060471352,13,500,2.305843009213694e+18,"[[1933427113282973200, 1273492775044695229], [567420718719220919, 2291110579130834537], [1919842552580472723, 589921478534064354]]"
fixed,near_duplicate,5000,6667,0.75,1,10,0.0034109579974028748,6.82191599480575e-07,0.0016810829984024167,6.724331993609666e-07,2500,1.0,1,0.07499625018749062,500,6167,0.2633852931454335,0,500,,
universal,near_duplicate,5000,6667,0.75,3,10,0.008884250000846805,1.776850000169361e-06,0.004456582999409875,1.78263319976395e-06,2672,1.0688,2,0.07499625018749062,489,6178,0.26957679361094034,11,500,2.305843009213694e+18,"[[618696799174358726, 2029214271970554437], [1181946042011416434, 1971785935387254006], [855518877651879508, 78523067754061221]]"
fixed,near_duplicate,5000,6667,0.75,1,11,0.0034515000006649643,6.903000001329928e-07,0.0017961669982469175,7.18466799298767e-07,2500,1.0,1,0.07499625018749062,500,6167,0.2633852931454335,0,500,,
universal,near_duplicate,5000,6667,0.75,3,11,0.00876787499873899,1.7535749997477978e-06,0.004359792001196183,1.7439168004784733e-06,2667,1.0668,2,0.07499625018749062,493,6174,0.26734193021401575,7,500,2.305843009213694e+18,"[[1967359095987829717, 498185230560009946], [1157680175712590001, 1113020793331031894], [1655376568515428791, 831730782862272696]]"
fixed,near_duplicate,5000,6667,0.75,1,12,0.0034258749983564485,6.851749996712897e-07,0.0017661249985394534,7.064499994157814e-07,2500,1.0,1,0.07499625018749062,500,6167,0.2633852931454335,0,500,,
universal,near_duplicate,5000,6667,0.75,3,12,0.00898179200157756,1.7963584003155119e-06,0.004349167000327725,1.7396668001310899e-06,2707,1.0828,2,0.07499625018749062,486,6181,0.2712408572759742,14,500,2.305843009213694e+18,"[[2258536001366688123, 1012121370449003109], [686970057059376321, 2051824648104402063], [1124175962628406669, 504983195232581899]]"
fixed,near_duplicate,5000,6667,0.75,1,13,0.003436291000980418,6.872582001960836e-07,0.0016856660004123114,6.742664001649245e-07,2500,1.0,1,0.07499625018749062,500,6167,0.2633852931454335,0,500,,
universal,near_duplicate,5000,6667,0.75,3,13,0.008732709000469185,1.746541800093837e-06,0.004297082999983104,1.7188331999932416e-06,2721,1.0884,2,0.07499625018749062,490,6177,0.2690198183272109,10,500,2.305843009213694e+18,"[[2277903568736387890, 452514279465990313], [2303280692498563247, 697951185415921787], [183691764838410618, 423743168849403417]]"
fixed,near_duplicate,5000,6667,0.75,1,14,0.0034477080007491168,6.895416001498233e-07,0.0016909999976633117,6.763999990653247e-07,2500,1.0,1,0.07499625018749062,500,6167,0.2633852931454335,0,500,,
universal,near_duplicate,5000,6667,0.75,3,14,0.008831208000628976,1.7662416001257952e-06,0.004337916001531994,1.7351664006127976e-06,2679,1.0716,2,0.07499625018749062,487,6180,0.2706873060471352,13,500,2.305843009213694e+18,"[[1956076132499880650, 26508845497723367], [1505952038662606745, 694384076709536977], [1251442079079685814, 2146666122401106131]]"
fixed,near_duplicate,5000,6667,0.75,1,15,0.0034523750000516884,6.904750000103377e-07,0.0017037500001606531,6.815000000642613e-07,2500,1.0,1,0.07499625018749062,500,6167,0.2633852931454335,0,500,,
universal,near_duplicate,5000,6667,0.75,3,15,0.008796124999207677,1.7592249998415355e-06,0.004357292000349844,1.7429168001399375e-06,2973,1.1892,3,0.07499625018749062,478,6189,0.27671547239593425,22,500,2.305843009213694e+18,"[[847978861133403702, 1395714462194184430], [518482636670340538, 740682746084312398], [1100716632290196263, 2269261073193213249]]"
fixed,near_duplicate,5000,6667,0.75,1,16,0.0034259589992871042,6.851917998574209e-07,0.0016803329999675043,6.721331999870017e-07,2500,1.0,1,0.07499625018749062,500,6167,0.2633852931454335,0,500,,
universal,near_duplicate,5000,6667,0.75,3,16,0.008857124998030486,1.7714249996060972e-06,0.004390542002511211,1.7562168010044843e-06,2824,1.1296,3,0.07499625018749062,483,6184,0.2739918386732627,17,500,2.305843009213694e+18,"[[454612962106966139, 1702438209959121919], [2265420330264173236, 463866247378689703], [443667755326800348, 934787930118675060]]"
fixed,near_duplicate,5000,6667,0.75,1,17,0.003414709000935545,6.82941800187109e-07,0.0016860830000950955,6.744332000380382e-07,2500,1.0,1,0.07499625018749062,500,6167,0.2633852931454335,0,500,,
universal,near_duplicate,5000,6667,0.75,3,17,0.008818416998110479,1.7636833996220957e-06,0.004325957997934893,1.7303831991739572e-06,2661,1.0644,2,0.07499625018749062,486,6181,0.2712408572759742,14,500,2.305843009213694e+18,"[[195095767942445094, 1500048066919629750], [1059562453095694534, 313986444720046481], [691564608163384468, 53651072377497930]]"
fixed,near_duplicate,5000,6667,0.75,1,18,0.0034222920003230684,6.844584000646136e-07,0.0016820410019136034,6.728164007654414e-07,2500,1.0,1,0.07499625018749062,500,6167,0.2633852931454335,0,500,,
universal,near_duplicate,5000,6667,0.75,3,18,0.008813791999273235,1.762758399854647e-06,0.00434254200081341,1.7370168003253638e-06,2674,1.0696,2,0.07499625018749062,487,6180,0.2706873060471352,13,500,2.305843009213694e+18,"[[653524007492807808, 355415340864572460], [529539352426941228, 1114891161808553618], [2041277660056489008, 2248875904457507991]]"
fixed,near_duplicate,5000,6667,0.75,1,19,0.0034213330000056885,6.842666000011377e-07,0.0016945000024861656,6.778000009944662e-07,2500,1.0,1,0.07499625018749062,500,6167,0.2633852931454335,0,500,,
universal,near_duplicate,5000,6667,0.75,3,19,0.008962167001300259,1.7924334002600516e-06,0.004369874997792067,1.7479499991168268e-06,2707,1.0828,2,0.07499625018749062,490,6177,0.2690198183272109,10,500,2.305843009213694e+18,"[[418983635330710152, 499844581152741729], [2091481658804620576, 676363097439722673], [1853845312400714918, 63921434307813850]]"
fixed,near_duplicate,5000,6667,0.75,1,20,0.003434000002016546,6.868000004033093e-07,0.0017045829990820494,6.818331996328197e-07,2500,1.0,1,0.07499625018749062,500,6167,0.2633852931454335,0,500,,
