method,distribution,n,m,load_factor,num_hash_functions,trial,insert_time_total,insert_time_per_op,search_time_total,search_time_per_op,search_comparisons_total,search_comparisons_avg,max_chain_length,average_chain_length,non_empty_buckets,empty_buckets,chain_length_stdev,collision_count,unique_keys,p,coefficients
universal,near_duplicate,5000,6667,0.75,3,20,0.008882500002073357,1.7765000004146714e-06,0.004414625000208616,1.7658500000834465e-06,2661,1.0644,2,0.07499625018749062,487,6180,0.2706873060471352,13,500,2.305843009213694e+18,"[[1326467972949138173, 150235521510768009], [1878749678761878296, 2057856258604839518], [714528426559143356, 1546845777023972402]]"
fixed,near_duplicate,5000,6667,0.75,1,21,0.003429208998568356,6.858417997136712e-07,0.0017085420004150365,6.834168001660146e-07,2500,1.0,1,0.07499625018749062,500,6167,0.2633852931454335,0,500,,
universal,near_duplicate,5000,6667,0.75,3,21,0.008851624999806518,1.7703249999613036e-06,0.0043206250011280645,1.7282500004512258e-06,2684,1.0736,2,0.07499625018749062,486,6181,0.2712408572759742,14,500,2.305843009213694e+18,"[[1024322815512585445, 2145571529822921201], [583220317473756343, 1521440433806999588], [891688296819238137, 181082232511610579]]"
fixed,near_duplicate,5000,6667,0.75,1,22,0.0034111249988200143,6.822249997640028e-07,0.0016960419998213183,6.784167999285274e-07,2500,1.0,1,0.07499625018749062,500,6167,0.2633852931454335,0,500,,
universal,near_duplicate,5000,6667,0.75,3,22,0.008868541000992991,1.7737082001985983e-06,0.004370333997940179,1.7481335991760715e-06,2667,1.0668,2,0.07499625018749062,491,6176,0.2684616874938687,9,500,2.305843009213694e+18,"[[287886780813115929, 1413457234261051687], [1236295213923302512, 1583790892526252416], [469264712334336849, 619461346342472605]]"
fixed,near_duplicate,5000,6667,0.75,1,23,0.003434624999499647,6.869249998999294e-07,0.0017146250029327348,6.858500011730939e-07,2500,1.0,1,0.07499625018749062,500,6167,0.2633852931454335,0,500,,
universal,near_duplicate,5000,6667,0.75,3,23,0.008846875000017462,1.7693750000034924e-06,0.0043520420003915206,1.7408168001566082e-06,2676,1.0704,2,0.07499625018749062,490,6177,0.2690198183272109,10,500,2.305843009213694e+18,"[[666030003530279332, 1185754838603315180], [507164280403988863, 1057119984642882112], [1021713661893975990, 2137083730657759889]]"
fixed,near_duplicate,5000,6667,0.75,1,24,0.0034236249994137324,6.847249998827465e-07,0.0016842079967318568,6.736831986927428e-07,2500,1.0,1,0.07499625018749062,500,6167,0.2633852931454335,0,500,,
universal,near_duplicate,5000,6667,0.75,3,24,0.008883833001164021,1.776766600232804e-06,0.004371374998299871,1.7485499993199483e-06,2743,1.0972,2,0.07499625018749062,483,6184,0.27289477396618517,17,500,2.305843009213694e+18,"[[719391770955253926, 2130106160647316609], [1814591772010625413, 678012837864961736], [2256121436648175771, 1806161501175307684]]"
fixed,near_duplicate,5000,6667,0.75,1,25,0.003426624996791361,6.853249993582721e-07,0.0016976670012809336,6.790668005123735e-07,2500,1.0,1,0.07499625018749062,500,6167,0.2633852931454335,0,500,,
universal,near_duplicate,5000,6667,0.75,3,25,0.008842540999467019,1.7685081998934038e-06,0.004348292000941001,1.7393168003764005e-06,2608,1.0432,2,0.07499625018749062,496,6171,0.2656534446385098,4,500,2.305843009213694e+18,"[[267692963849940753, 941673545738002381], [1078297968137412989, 615313745506248579], [1375102846946731697, 1124764272089465404]]"
fixed,near_duplicate,5000,6667,0.75,1,26,0.003432375000556931,6.864750001113862e-07,0.0016688750001776498,6.675500000710599e-07,2500,1.0,1,0.07499625018749062,500,6167,0.2633852931454335,0,500,,
universal,near_duplicate,5000,6667,0.75,3,26,0.008879875000275206,1.7759750000550412e-06,0.0043576669995673,1.74306679982692e-06,2697,1.0788,3,0.07499625018749062,486,6181,0.2723445844097241,14,500,2.305843009213694e+18,"[[1075367493781816306, 1590101887495472611], [1902892487837865007, 1154722482783782897], [1398969667391390162, 561164263128564704]]"
fixed,near_duplicate,5000,6667,0.75,1,27,0.003411707999475766,6.823415998951532e-07,0.0016733750017010607,6.693500006804243e-07,2500,1.0,1,0.07499625018749062,500,6167,0.2633852931454335,0,500,,
universal,near_duplicate,5000,6667,0.75,3,27,0.00883458300086204,1.7669166001724079e-06,0.004372750001493841,1.7491000005975365e-06,2727,1.0908,3,0.07499625018749062,473,6194,0.27887522777454593,27,500,2.305843009213694e+18,"[[86018572855962195, 1847883699258444581], [153743650771889609, 794633789185287595], [2121092647333014343, 2013162642849706046]]"
fixed,near_duplicate,5000,6667,0.75,1,28,0.0034688749983615708,6.937749996723142e-07,0.0016751660004956648,6.700664001982659e-07,2500,1.0,1,0.07499625018749062,500,6167,0.2633852931454335,0,500,,
universal,near_duplicate,5000,6667,0.75,3,28,0.008786416998191271,1.7572833996382543e-06,0.0043251669994788244,1.7300667997915298e-06,2695,1.078,2,0.07499625018749062,483,6184,0.27289477396618517,17,500,2.305843009213694e+18,"[[273089160051860230, 1621121173616640907], [1037773347474994553, 742865219208374151], [246540013351488701, 1890370731478794172]]"
fixed,near_duplicate,5000,6667,0.75,1,29,0.003415208000660641,6.830416001321282e-07,0.0016882920026546344,6.753168010618538e-07,2500,1.0,1,0.07499625018749062,500,6167,0.2633852931454335,0,500,,
universal,near_duplicate,5000,6667,0.75,3,29,0.008762165998632554,1.7524331997265107e-06,0.004378125002403976,1.7512500009615905e-06,2682,1.0728,3,0.07499625018749062,491,6176,0.2690198183272109,9,500,2.305843009213694e+18,"[[1172432318357405658, 1841538480035479711], [610889197299678937, 356910957590253921], [1744744512350649053, 459482189801702091]]"
fixed,uniform,5000,5000,1.0,1,0,0.006276708001678344,1.2553416003356688e-06,0.0017190409998875111,6.876163999550044e-07,3602,1.4408,6,0.9494,3109,1891,0.9455366941584022,1638,4747,,
universal,uniform,5000,5000,1.0,3,0,0.01195716700021876,2.391433400043752e-06,0.004483959000936011,1.7935836003744043e-06,6274,2.5096,6,0.9494,3010,1990,0.9988191227644773,1737,4747,2.305843009213694e+18,"[[256711980439665054, 1709899044117486289], [564682175042572888, 321752549611034334], [236337776990707882, 1707863537360842093]]"
fixed,uniform,5000,5000,1.0,1,1,0.00622795800154563,1.2455916003091262e-06,0.001729874999000458,6.919499996001832e-07,3545,1.418,5,0.951,3160,1840,0.9211943334606439,1595,4755,,
universal,uniform,5000,5000,1.0,3,1,0.011913457998161903,2.3826915996323806e-06,0.004507500001636799,1.8030000006547198e-06,5917,2.3668,7,0.951,3063,1937,0.9843774682508738,1692,4755,2.305843009213694e+18,"[[659665203979258006, 1758630025113616856], [2212240429613108902, 852878681887507335], [1610489816920689347, 222016741360720591]]"
fixed,uniform,5000,5000,1.0,1,2,0.006221457999345148,1.2442915998690296e-06,0.0017452499996579718,6.980999998631888e-07,3575,1.43,5,0.9554,3188,1812,0.9177204585275409,1589,4777,,
universal,uniform,5000,5000,1.0,3,2,0.011933249999856343,2.386649999971269e-06,0.004520374997809995,1.8081499991239979e-06,6070,2.428,6,0.9554,3132,1868,0.9603180931337283,1645,4777,2.305843009213694e+18,"[[1199085610155232937, 1617812241682181496], [268989063807004320, 875226211544593835], [667698580330647039, 518091674429352682]]"
fixed,uniform,5000,5000,1.0,1,3,0.0062414169988187496,1.24828339976375e-06,0.0017137920003733598,6.855168001493439e-07,3467,1.3868,5,0.9476,3184,1816,0.9143600166236492,1554,4738,,
universal,uniform,5000,5000,1.0,3,3,0.01209562499934691,2.419124999869382e-06,0.0044967499998165295,1.7986999999266118e-06,6072,2.4288,8,0.9476,3034,1966,0.9964207143571434,1704,4738,2.305843009213694e+18,"[[963130306873368709, 594124941275654819], [699113413627218811, 49790444920847614], [1116618126344352917, 264798812748597129]]"
fixed,uniform,5000,5000,1.0,1,4,0.006312707999313716,1.262541599862743e-06,0.0017387499974574894,6.954999989829958e-07,3547,1.4188,6,0.9538,3162,1838,0.9334160701423562,1607,4769,,
universal,uniform,5000,5000,1.0,3,4,0.01212400000076741,2.424800000153482e-06,0.004573250000248663,1.8293000000994652e-06,6031,2.4124,6,0.9538,3099,1901,0.9666775884440478,1670,4769,2.305843009213694e+18,"[[176127807941085543, 92145436972157049], [1353304280071655414, 2046636642761636536], [1463118878522575776, 350413271360474182]]"
fixed,uniform,5000,5000,1.0,1,5,0.00632387500081677,1.264775000163354e-06,0.001710166998236673,6.840667992946692e-07,3592,1.4368,7,0.9516,3121,1879,0.9472367391523621,1637,4758,,
universal,uniform,5000,5000,1.0,3,5,0.012148082998464815,2.429616599692963e-06,0.004529541001829784,1.8118164007319137e-06,6075,2.43,5,0.9516,3057,1943,0.977781897971117,1701,4758,2.305843009213694e+18,"[[144173240364996770, 1276607102766329742], [1316153465216681486, 593588258721341972], [891339916669062610, 1419387771326649839]]"
fixed,uniform,5000,5000,1.0,1,6,0.006295041002886137,1.2590082005772274e-06,0.001710542001092108,6.842168004368432e-07,3582,1.4328,5,0.9488,3157,1843,0.9313316058203973,1587,4744,,
universal,uniform,5000,5000,1.0,3,6,0.012019583002256695,2.403916600451339e-06,0.004510958002356347,1.8043832009425387e-06,5964,2.3856,7,0.9488,3091,1909,0.964042820625723,1653,4744,2.305843009213694e+18,"[[727386515324539458, 1284136067485901726], [1233138577490571038, 1828907452299493987], [1165171476919621068, 1646066583754636611]]"
fixed,uniform,5000,5000,1.0,1,7,0.0062499999985448085,1.2499999997089617e-06,0.0017144999983429443,6.857999993371777e-07,3537,1.4148,5,0.95,3164,1836,0.9262289133902051,1586,4750,,
universal,uniform,5000,5000,1.0,3,7,0.012155167001765221,2.4310334003530443e-06,0.004501166000409285,1.800466400163714e-06,5825,2.33,6,0.95,3086,1914,0.9651424765287248,1664,4750,2.305843009213694e+18,"[[793970665397899006, 2152094108188559335], [745929175751854539, 1278256298576207987], [1862522474300937406, 1567653588555493210]]"
fixed,uniform,5000,5000,1.0,1,8,0.00629362499967101,1.258724999934202e-06,0.0017345410014968365,6.938164005987346e-07,3527,1.4108,5,0.954,3182,1818,0.9177603172942269,1588,4770,,
universal,uniform,5000,5000,1.0,3,8,0.012147708999691531,2.429541799938306e-06,0.004536250002274755,1.8145000009099022e-06,5787,2.3148,6,0.954,3127,1873,0.951989495740368,1643,4770,2.305843009213694e+18,"[[1973099216186019426, 839551891445904909], [2054075847285760178, 1596895736779450158], [1768356806526079850, 761040643918656312]]"
fixed,uniform,5000,5000,1.0,1,9,0.006345500001771143,1.2691000003542286e-06,0.0017064169987861533,6.825667995144613e-07,3584,1.4336,6,0.9512,3162,1838,0.9243476402306656,1594,4756,,
universal,uniform,5000,5000,1.0,3,9,0.011973415999818826,2.3946831999637654e-06,0.004545540999970399,1.8182163999881595e-06,5924,2.3696,5,0.9512,3129,1871,0.956670559806248,1627,4756,2.305843009213694e+18,"[[1933427113282973200, 1273492775044695229], [567420718719220919, 2291110579130834537], [1919842552580472723, 589921478534064354]]"
fixed,uniform,5000,5000,1.0,1,10,0.0062899170006858185,1.2579834001371636e-06,0.0017411660010111518,6.964664004044608e-07,3631,1.4524,5,0.9478,3167,1833,0.9266472683820959,1572,4739,,
universal,uniform,5000,5000,1.0,3,10,0.012004459000308998,2.4008918000617996e-06,0.0045124589996703435,1.8049835998681374e-06,5806,2.3224,5,0.9478,3070,1930,0.9611842487265384,1669,4739,2.305843009213694e+18,"[[618696799174358726, 2029214271970554437], [1181946042011416434, 1971785935387254006], [855518877651879508, 78523067754061221]]"
fixed,uniform,5000,5000,1.0,1,11,0.006258833000174491,1.2517666000348982e-06,0.0016875419969437644,6.750167987775058e-07,3556,1.4224,5,0.9484,3172,1828,0.9224627038531151,1570,4742,,
universal,uniform,5000,5000,1.0,3,11,0.011958292001509108,2.3916584003018213e-06,0.00450141700275708,1.800566801102832e-06,5961,2.3844,6,0.9484,3068,1932,0.9724903290007567,1674,4742,2.305843009213694e+18,"[[1967359095987829717, 498185230560009946], [1157680175712590001, 1113020793331031894], [1655376568515428791, 831730782862272696]]"
fixed,uniform,5000,5000,1.0,1,12,0.006247291999898152,1.2494583999796305e-06,0.0017143750010291114,6.857500004116446e-07,3538,1.4152,5,0.9496,3205,1795,0.9092083589584953,1543,4748,,
universal,uniform,5000,5000,1.0,3,12,0.011825958001281833,2.3651916002563666e-06,0.004475374997127801,1.7901499988511204e-06,5924,2.3696,6,0.9496,3109,1891,0.9502946069509182,1639,4748,2.305843009213694e+18,"[[2258536001366688123, 1012121370449003109], [686970057059376321, 2051824648104402063], [1124175962628406669, 504983195232581899]]"
fixed,uniform,5000,5000,1.0,1,13,0.0062396249995799735,1.2479249999159947e-06,0.0016872920023160987,6.749168009264395e-07,3536,1.4144,5,0.954,3170,1830,0.9283770785623695,1600,4770,,
universal,uniform,5000,5000,1.0,3,13,0.011993249998340616,2.398649999668123e-06,0.0045648750019609,1.8259500007843598e-06,6014,2.4056,7,0.954,3112,1888,0.9655485487535052,1658,4770,2.305843009213694e+18,"[[2277903568736387890, 452514279465990313], [2303280692498563247, 697951185415921787], [183691764838410618, 423743168849403417]]"
fixed,uniform,5000,5000,1.0,1,14,0.006272083999647293,1.2544167999294586e-06,0.0017272910008614417,6.909164003445767e-07,3581,1.4324,6,0.9506,3165,1835,0.9265849340454441,1588,4753,,
universal,uniform,5000,5000,1.0,3,14,0.012114667002606438,2.4229334005212875e-06,0.00452358400070807,1.8094336002832278e-06,5987,2.3948,6,0.9506,3090,1910,0.9712670281647576,1663,4753,2.305843009213694e+18,"[[1956076132499880650, 26508845497723367], [1505952038662606745, 694384076709536977], [1251442079079685814, 2146666122401106131]]"
fixed,uniform,5000,5000,1.0,1,15,0.006308041000011144,1.2616082000022288e-06,0.0017187090015795548,6.874836006318219e-07,3599,1.4396,5,0.9522,3154,1846,0.9446243486169515,1607,4761,,
universal,uniform,5000,5000,1.0,3,15,0.012058083000738407,2.4116166001476815e-06,0.004493208001804305,1.797283200721722e-06,5770,2.308,6,0.9522,3078,1922,0.9670135262756152,1683,4761,2.305843009213694e+18,"[[847978861133403702, 1395714462194184430], [518482636670340538, 740682746084312398], [1100716632290196263, 2269261073193213249]]"
fixed,uniform,5000,5000,1.0,1,16,0.00620474999959697,1.240949999919394e-06,0.0017757909990905318,7.103163996362128e-07,3569,1.4276,7,0.9426,3134,1866,0.931721653714241,1579,4713,,
universal,uniform,5000,5000,1.0,3,16,0.011966458001552382,2.3932916003104766e-06,0.004550582998490427,1.8202331993961706e-06,5889,2.3556,6,0.9426,3104,1896,0.951054803888819,1609,4713,2.305843009213694e+18,"[[454612962106966139, 1702438209959121919], [2265420330264173236, 463866247378689703], [443667755326800348, 934787930118675060]]"
fixed,uniform,5000,5000,1.0,1,17,0.00630391700178734,1.260783400357468e-06,0.0017311250012426171,6.924500004970469e-07,3565,1.426,5,0.9552,3153,1847,0.9249826809189456,1623,4776,,
universal,uniform,5000,5000,1.0,3,17,0.012051749999955064,2.4103499999910127e-06,0.004507875000854256,1.8031500003417022e-06,5990,2.396,6,0.9552,3127,1873,0.9608293084622263,1649,4776,2.305843009213694e+18,"[[195095767942445094, 1500048066919629750], [1059562453095694534, 313986444720046481], [691564608163384468, 53651072377497930]]"
fixed,uniform,5000,5000,1.0,1,18,0.006263667000894202,1.2527334001788403e-06,0.0017269999989366625,6.90799999574665e-07,3591,1.4364,6,0.9492,3129,1871,0.9375603233925804,1617,4746,,
universal,uniform,5000,5000,1.0,3,18,0.01209000000017113,2.418000000034226e-06,0.004519707999861566,1.8078831999446266e-06,6050,2.42,7,0.9492,3052,1948,0.9797037103124597,1694,4746,2.305843009213694e+18,"[[653524007492807808, 355415340864572460], [529539352426941228, 1114891161808553618], [2041277660056489008, 2248875904457507991]]"
fixed,uniform,5000,5000,1.0,1,19,0.006269041998166358,1.2538083996332715e-06,0.0017032499999913853,6.812999999965541e-07,3585,1.434,5,0.9528,3178,1822,0.9237814460141532,1586,4764,,
universal,uniform,5000,5000,1.0,3,19,0.012088250001397682,2.4176500002795366e-06,0.004492417003348237,1.7969668013392948e-06,6021,2.4084,6,0.9528,3101,1899,0.9554957666049599,1663,4764,2.305843009213694e+18,"[[418983635330710152, 499844581152741729], [2091481658804620576, 676363097439722673], [1853845312400714918, 63921434307813850]]"
fixed,uniform,5000,5000,1.0,1,20,0.006249375001061708,1.2498750002123415e-06,0.001685457998974016,6.741831995896064e-07,3520,1.408,5,0.9472,3180,1820,0.9128045573944074,1556,4736,,
universal,uniform,5000,5000,1.0,3,20,0.012076374998287065,2.415274999657413e-06,0.004571041998133296,1.8284167992533185e-06,6118,2.4472,7,0.9472,3080,1920,0.9705731090443419,1656,4736,2.305843009213694e+18,"[[1326467972949138173, 150235521510768009], [1878749678761878296, 2057856258604839518], [714528426559143356, 1546845777023972402]]"
fixed,uniform,5000,5000,1.0,1,21,0.00626166700021713,1.252333400043426e-06,0.0017084169994632248,6.833667997852899e-07,3541,1.4164,5,0.9544,3204,1796,0.9147243519224795,1568,4772,,
universal,uniform,5000,5000,1.0,3,21,0.011889042001712369,2.377808400342474e-06,0.004476207999687176,1.7904831998748705e-06,5972,2.3888,6,0.9544,3101,1899,0.962455526245239,1671,4772,2.305843009213694e+18,"[[1024322815512585445, 2145571529822921201], [583220317473756343, 1521440433806999588], [891688296819238137, 181082232511610579]]"
fixed,uniform,5000,5000,1.0,1,22,0.0062603749975096434,1.2520749995019287e-06,0.0016986670016194694,6.794668006477878e-07,3566,1.4264,6,0.9504,3136,1864,0.9384774051622128,1616,4752,,
universal,uniform,5000,5000,1.0,3,22,0.012078875002771383,2.4157750005542765e-06,0.004527417000645073,1.8109668002580293e-06,5844,2.3376,6,0.9504,3100,1900,0.9522288800493293,1652,4752,2.305843009213694e+18,"[[287886780813115929, 1413457234261051687], [1236295213923302512, 1583790892526252416], [469264712334336849, 619461346342472605]]"
